URL,F1A,F1B,F2A,F2B,A1.1,A1.2,I1,I2,I3,R1.1,R1.2,R1.3,duration (s)
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/interactiontransformer/interactiontransformer.bioschemas.jsonld,2,0,1,2,2,2,1,2,2,2,0,2,1.74
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/structator/structator.bioschemas.jsonld,2,1,1,2,2,0,1,2,2,0,0,2,1.82
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/pemer/pemer.bioschemas.jsonld,2,1,1,1,2,0,1,1,2,0,0,1,2.89
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/ecmpy/ecmpy.bioschemas.jsonld,2,1,1,2,2,0,1,2,2,0,0,2,1.78
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/biosigner/biosigner.bioschemas.jsonld,2,1,1,1,2,2,1,1,2,2,0,1,1.83
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/phfinder/phfinder.bioschemas.jsonld,2,1,1,2,2,2,1,2,2,2,0,2,1.7
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/efetch_gene/efetch_gene.bioschemas.jsonld,2,0,1,2,2,0,1,2,2,0,0,2,1.97
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/slhsd/slhsd.bioschemas.jsonld,2,1,1,2,2,2,1,2,2,2,0,2,1.72
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/flexynesis/flexynesis.bioschemas.jsonld,2,0,1,2,2,0,1,2,2,0,0,2,1.81
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/hatseq/hatseq.bioschemas.jsonld,2,1,1,2,2,0,1,2,2,0,0,2,1.98
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/nl4dv/nl4dv.bioschemas.jsonld,2,1,1,2,2,0,1,2,2,0,0,2,2.15
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/neat-ngs/neat-ngs.bioschemas.jsonld,2,1,1,1,2,0,1,1,2,0,0,1,2.03
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/plastid/plastid.bioschemas.jsonld,2,1,1,1,2,0,1,1,2,0,0,1,2.17
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/algaepath/algaepath.bioschemas.jsonld,2,1,1,1,2,0,1,1,2,0,0,1,2.17
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/modb/modb.bioschemas.jsonld,2,1,1,2,2,2,1,2,2,2,0,2,2.03
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/specter-rna/specter-rna.bioschemas.jsonld,2,0,1,2,2,0,1,2,2,0,0,2,2.17
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/rnsc/rnsc.bioschemas.jsonld,2,1,1,1,2,0,1,1,2,0,0,1,1.96
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/diprogb/diprogb.bioschemas.jsonld,2,1,1,2,2,0,1,2,2,0,0,2,2.08
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/rrsb-plot/rrsb-plot.bioschemas.jsonld,2,0,1,1,2,0,1,1,0,0,0,1,2.11
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/gazer/gazer.bioschemas.jsonld,2,1,1,2,2,0,1,2,2,0,0,2,2.15
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/arctosdb/arctosdb.bioschemas.jsonld,2,0,1,2,2,0,1,2,2,0,0,2,2.04
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/fair_search_engine/fair_search_engine.bioschemas.jsonld,2,0,1,2,2,2,1,2,0,2,0,2,2.16
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/shneigh/shneigh.bioschemas.jsonld,2,0,1,2,2,0,1,2,2,0,0,2,2.05
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/chemdataextractor/chemdataextractor.bioschemas.jsonld,2,1,1,2,2,2,1,2,2,2,0,2,2.15
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/catrenet/catrenet.bioschemas.jsonld,2,1,1,2,2,2,1,2,2,2,0,2,2.02
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/nomenclature_ws/nomenclature_ws.bioschemas.jsonld,2,0,1,2,2,0,1,2,2,0,0,2,2.28
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/scapd/scapd.bioschemas.jsonld,2,1,1,1,2,0,1,1,2,0,0,1,2.44
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/theseed/theseed.bioschemas.jsonld,2,1,1,2,2,0,1,2,2,0,0,2,5.24
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/cancersiamese/cancersiamese.bioschemas.jsonld,2,1,1,1,2,2,1,1,2,2,0,1,1.95
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/isescan/isescan.bioschemas.jsonld,2,1,1,1,2,0,1,1,2,0,0,1,2.24
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/5nosoae/5nosoae.bioschemas.jsonld,2,1,1,2,2,2,1,2,2,2,0,2,2.15
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/atlas-ohdsi/atlas-ohdsi.bioschemas.jsonld,2,0,1,2,2,0,1,2,2,0,0,2,2.07
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/phenohm/phenohm.bioschemas.jsonld,2,1,1,1,2,0,1,1,2,0,0,1,2.24
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/phydose/phydose.bioschemas.jsonld,2,1,1,2,2,0,1,2,2,0,0,2,2.09
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/rmycoportal/rmycoportal.bioschemas.jsonld,2,1,1,1,2,2,1,1,2,2,0,1,2.1
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/bamstats/bamstats.bioschemas.jsonld,2,1,1,1,2,0,1,1,2,0,0,1,4.41
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/multiwaver/multiwaver.bioschemas.jsonld,2,1,1,1,2,0,1,1,2,0,0,1,2.24
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/molpredictx/molpredictx.bioschemas.jsonld,2,1,1,2,2,0,1,2,2,0,0,2,2.65
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/few-shot_segmentation/few-shot_segmentation.bioschemas.jsonld,2,1,1,2,2,2,1,2,2,2,0,2,2.05
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/rtanalyzer/rtanalyzer.bioschemas.jsonld,2,1,1,1,2,0,1,1,2,0,0,1,2.15
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/il-6pred/il-6pred.bioschemas.jsonld,2,1,1,2,2,0,1,2,2,0,0,2,2.04
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/lcmsworld/lcmsworld.bioschemas.jsonld,2,1,1,2,2,2,1,2,2,2,0,2,2.14
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/mada/mada.bioschemas.jsonld,2,1,1,2,2,0,1,2,2,0,0,2,2.06
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/soilgrids/soilgrids.bioschemas.jsonld,2,1,1,1,2,0,1,1,2,0,0,1,2.1
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/clarity_db/clarity_db.bioschemas.jsonld,2,1,1,2,2,2,1,2,2,2,0,2,2.09
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/hydra_bnpy/hydra_bnpy.bioschemas.jsonld,2,1,1,2,2,0,1,2,2,0,0,2,2.17
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/rbv/rbv.bioschemas.jsonld,2,1,1,2,2,2,1,2,2,2,0,2,2.07
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/gengraph/gengraph.bioschemas.jsonld,2,1,1,2,2,2,1,2,2,2,0,2,2.05
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/nonpareil/nonpareil.bioschemas.jsonld,2,1,1,2,2,2,1,2,2,2,2,2,2.1
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/oar/oar.bioschemas.jsonld,2,1,1,2,2,0,1,2,2,0,0,2,2.17
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/annofuse/annofuse.bioschemas.jsonld,2,0,1,2,2,0,1,2,2,0,0,2,2.01
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/inirf-imaging/inirf-imaging.bioschemas.jsonld,2,0,1,1,2,0,1,1,0,0,0,1,2.3
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/xylella/xylella.bioschemas.jsonld,2,0,1,2,2,0,1,2,2,0,0,2,2.04
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/cisi/cisi.bioschemas.jsonld,2,1,1,1,2,2,1,1,2,2,0,1,2.03
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/web-arm/web-arm.bioschemas.jsonld,2,1,1,2,2,0,1,2,2,0,0,2,2.07
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/haplotypetools/haplotypetools.bioschemas.jsonld,2,1,1,2,2,2,1,2,2,2,0,2,2.08
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/ppcheck/ppcheck.bioschemas.jsonld,2,1,1,2,2,0,1,2,2,0,0,2,2.22
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/rehh/rehh.bioschemas.jsonld,2,1,1,2,2,0,1,2,2,0,0,2,2.05
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/bactextract/bactextract.bioschemas.jsonld,2,1,1,2,2,0,1,2,2,0,0,2,2.02
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/transposcope/transposcope.bioschemas.jsonld,2,1,1,2,2,2,1,2,2,2,0,2,2.05
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/octopus-toolkit/octopus-toolkit.bioschemas.jsonld,2,1,1,2,2,2,1,2,2,2,0,2,1.96
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/rt-gscs/rt-gscs.bioschemas.jsonld,2,1,1,2,2,0,1,2,2,0,0,2,1.81
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/2dss/2dss.bioschemas.jsonld,2,0,1,1,2,2,1,1,2,2,0,1,1.91
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/ibpred/ibpred.bioschemas.jsonld,2,1,1,2,2,2,1,2,2,2,0,2,2.04
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/covid-19-mutation-browser/covid-19-mutation-browser.bioschemas.jsonld,2,0,1,2,2,0,1,2,2,0,0,2,1.83
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/qp-insights_uploader/qp-insights_uploader.bioschemas.jsonld,2,0,1,2,2,2,1,2,2,2,0,2,1.85
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/globalfungi/globalfungi.bioschemas.jsonld,2,0,1,1,2,2,1,1,2,2,2,1,2.15
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/arrayexpresshts/arrayexpresshts.bioschemas.jsonld,2,1,1,1,2,2,1,1,2,2,0,1,2.05
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/drllps/drllps.bioschemas.jsonld,2,1,1,2,2,0,1,2,2,0,0,2,1.86
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/fiview/fiview.bioschemas.jsonld,2,0,1,1,2,2,1,1,0,2,0,1,1.97
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/phenocam/phenocam.bioschemas.jsonld,2,1,1,2,2,2,1,2,2,2,0,2,2.1
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/same-same/same-same.bioschemas.jsonld,2,0,1,2,2,0,1,2,2,0,0,2,1.82
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/vlcvirus/vlcvirus.bioschemas.jsonld,2,1,1,2,2,0,1,2,2,0,0,2,1.85
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/aitac/aitac.bioschemas.jsonld,2,1,1,2,2,2,1,2,2,2,0,2,1.97
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/deeptracer/deeptracer.bioschemas.jsonld,2,0,1,2,2,0,1,2,2,0,0,2,1.95
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/combine_metaphlan_and_humann/combine_metaphlan_and_humann.bioschemas.jsonld,2,0,1,2,2,0,1,2,0,0,0,2,1.89
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/iobr2/iobr2.bioschemas.jsonld,2,0,1,2,2,0,1,2,2,0,0,2,1.86
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/salmotifdb/salmotifdb.bioschemas.jsonld,2,1,1,2,2,0,1,2,2,0,0,2,1.88
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/longgenedb/longgenedb.bioschemas.jsonld,2,0,1,2,2,0,1,2,2,0,0,2,1.87
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/tm-score/tm-score.bioschemas.jsonld,2,1,1,2,2,0,1,2,2,0,0,2,2.02
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/seatac/seatac.bioschemas.jsonld,2,1,1,2,2,2,1,2,2,2,0,2,2.15
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/adtex/adtex.bioschemas.jsonld,2,1,1,1,2,2,1,1,2,2,0,1,2.05
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/loctarget/loctarget.bioschemas.jsonld,2,1,1,2,2,0,1,2,2,0,0,2,1.94
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/swathxtend/swathxtend.bioschemas.jsonld,2,1,1,1,2,2,1,1,2,2,0,1,1.94
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/poppunk/poppunk.bioschemas.jsonld,2,1,1,1,2,2,1,1,2,2,0,1,1.81
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/secret-aar/secret-aar.bioschemas.jsonld,2,0,1,2,2,0,1,2,2,0,0,2,1.97
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/gmt/gmt.bioschemas.jsonld,2,1,1,1,2,2,1,1,2,2,0,1,1.94
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/infoalign/infoalign.bioschemas.jsonld,2,0,1,2,2,2,1,2,2,2,2,2,1.94
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/scanmot/scanmot.bioschemas.jsonld,2,1,1,1,2,0,1,1,2,0,0,1,1.85
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/bhc/bhc.bioschemas.jsonld,2,1,1,1,2,2,1,1,2,2,0,1,1.96
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/rtr/rtr.bioschemas.jsonld,2,1,1,2,2,0,1,2,2,0,0,2,2.13
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/sada/sada.bioschemas.jsonld,2,1,1,2,2,0,1,2,2,0,0,2,1.95
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/ssmd/ssmd.bioschemas.jsonld,2,0,1,2,2,0,1,2,2,0,0,2,1.96
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/simbiologynca/simbiologynca.bioschemas.jsonld,2,0,1,1,2,0,1,1,0,0,0,1,1.94
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/mirvial/mirvial.bioschemas.jsonld,2,1,1,1,2,0,1,1,2,0,0,1,2.24
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/netpredictor/netpredictor.bioschemas.jsonld,2,1,1,1,2,2,1,1,2,2,0,1,1.95
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/cnnathubi/cnnathubi.bioschemas.jsonld,2,1,1,2,2,0,1,2,2,0,0,2,2.05
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/ezsinglecell/ezsinglecell.bioschemas.jsonld,2,1,1,2,2,0,1,2,2,0,0,2,2.04
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/isoglyp/isoglyp.bioschemas.jsonld,2,1,1,2,2,2,1,2,2,2,0,2,2.09
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/colmarppm/colmarppm.bioschemas.jsonld,2,2,1,1,2,0,1,1,2,0,0,1,1.9
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/diversitynavikey/diversitynavikey.bioschemas.jsonld,2,0,1,2,2,2,1,2,2,2,2,2,1.8
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/gimli/gimli.bioschemas.jsonld,2,1,1,1,2,2,1,1,2,2,0,1,1.96
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/bcyto/bcyto.bioschemas.jsonld,2,1,1,2,2,2,1,2,2,2,0,2,1.98
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/npdr/npdr.bioschemas.jsonld,2,1,1,2,2,0,1,2,2,0,0,2,1.89
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/shinydiversity/shinydiversity.bioschemas.jsonld,2,0,1,2,2,2,1,2,2,2,0,2,1.85
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/microbegps/microbegps.bioschemas.jsonld,2,1,1,1,2,0,1,1,2,0,0,1,2.02
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/macat/macat.bioschemas.jsonld,2,1,1,1,2,2,1,1,2,2,0,1,1.91
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/mi-maap/mi-maap.bioschemas.jsonld,2,1,1,2,2,0,1,2,2,0,0,2,1.84
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/centromerearchitect/centromerearchitect.bioschemas.jsonld,2,1,1,2,2,2,1,2,2,2,0,2,1.97
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/pysster/pysster.bioschemas.jsonld,2,1,1,1,2,2,1,1,2,2,0,1,2.1
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/relion-5/relion-5.bioschemas.jsonld,2,1,1,2,2,0,1,2,2,0,0,2,1.86
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/zinclick/zinclick.bioschemas.jsonld,2,1,1,1,2,0,1,1,2,0,0,1,1.85
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/pepbcl/pepbcl.bioschemas.jsonld,2,1,1,2,2,2,1,2,2,2,0,2,1.84
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/stacas/stacas.bioschemas.jsonld,2,0,1,2,2,0,1,2,2,0,0,2,1.89
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/hipsec/hipsec.bioschemas.jsonld,2,0,1,2,2,0,1,2,2,0,0,2,1.85
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/funclust/funclust.bioschemas.jsonld,2,1,1,2,2,0,1,2,2,0,2,2,1.86
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/orientagraph/orientagraph.bioschemas.jsonld,2,0,1,2,2,2,1,2,2,2,0,2,2.08
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/uastools/uastools.bioschemas.jsonld,2,0,1,2,2,2,1,2,2,2,0,2,2.26
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/graphcovidnet/graphcovidnet.bioschemas.jsonld,2,1,1,1,2,0,1,1,2,0,0,1,1.94
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/viralmir/viralmir.bioschemas.jsonld,2,1,1,2,2,0,1,2,2,0,0,2,1.95
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/cancerpdf/cancerpdf.bioschemas.jsonld,2,1,1,2,2,0,1,2,2,0,0,2,1.86
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/cell-motility/cell-motility.bioschemas.jsonld,2,1,1,1,2,2,1,1,2,2,2,1,1.88
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/pheno/pheno.bioschemas.jsonld,2,1,1,2,2,0,1,2,2,0,0,2,1.97
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/kg-covid-19/kg-covid-19.bioschemas.jsonld,2,0,1,2,2,0,1,2,2,0,0,2,2.17
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/easyssr/easyssr.bioschemas.jsonld,2,1,1,2,2,0,1,2,2,0,0,2,1.92
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/graphaligner/graphaligner.bioschemas.jsonld,2,0,1,2,2,2,1,2,2,2,0,2,2.07
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/mars_sv_calling/mars_sv_calling.bioschemas.jsonld,2,0,1,2,2,2,1,2,2,2,0,2,1.94
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/htp-oligodesigner/htp-oligodesigner.bioschemas.jsonld,2,1,1,1,2,0,1,1,2,0,0,1,1.98
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/paa/paa.bioschemas.jsonld,2,1,1,2,2,2,1,2,2,2,2,2,1.87
